input_text,target_text
"<sambas> bejanjilah ku aku bahwe kau ndak bakalan melupakan aku karne apebile aku bepiker kau nak melakukannye, aku ndak akan lari”","<id> Berjanjilah padaku bahwa kamu tidak akan melupakanku karena jika aku berpikir kamu akan melakukannya, aku tak akan pernah pergi"
<id> rakus,<sambas> sallak
<sambas> sallak,<id> rakus
<id> terus menerus,<sambas> tentolen
<sambas> tentolen,<id> terus menerus
<id> ndak,<sambas> da'an
<sambas> da'an,<id> ndak
<id> sedikit sekali,<sambas> sikit inyan
<sambas> sikit inyan,<id> sedikit sekali
<id> celana dalam,<sambas> cawat
<sambas> cawat,<id> celana dalam
<id> ketua,<sambas> ketue
<sambas> ketue,<id> ketua
<id> saling menyalahkan,<sambas> singasian
<sambas> singasian,<id> saling menyalahkan
<id> saling berargumen,<sambas> singasian
<sambas> singasian,<id> saling berargumen
<id> jalur,<sambas> jalor
<sambas> jalor,<id> jalur
<id> kacau,<sambas> cacau
<sambas> cacau,<id> kacau
<id> memasak nasi,<sambas> merapi
<sambas> merapi,<id> memasak nasi
<id> tiarap,<sambas> tikapah
<sambas> tikapah,<id> tiarap
<id> tiba,<sambas> datang
<sambas> datang,<id> tiba
<id> bijaksana,<sambas> bijaksane
<sambas> bijaksane,<id> bijaksana
<id> sombong,<sambas> lawa
<sambas> lawa,<id> sombong
<id> sombong,<sambas> krewak
<sambas> krewak,<id> sombong
<id> penuh,<sambas> pannoh
<sambas> pannoh,<id> penuh
<id> penuh,<sambas> panoh
<sambas> panoh,<id> penuh
<id> kanak,<sambas> biak
<sambas> biak,<id> kanak
<id> menutupi,<sambas> ngumbok
<sambas> ngumbok,<id> menutupi
<id> menutupi,<sambas> nutupek
<sambas> nutupek,<id> menutupi
<id> parit,<sambas> parik
<sambas> parik,<id> parit
<id> sedang,<sambas> agek
<sambas> agek,<id> sedang
<id> sedang,<sambas> age'
<sambas> age',<id> sedang
<id> akhir,<sambas> akher
<sambas> akher,<id> akhir
<id> tersakiti,<sambas> kana' sakitek
<sambas> kana' sakitek,<id> tersakiti
<id> tiduran,<sambas> tidok
<sambas> tidok,<id> tiduran
<id> lampu aladin,<sambas> lampu aladdin
<sambas> lampu aladdin,<id> lampu aladin
<id> tempat tidur,<sambas> rasbang
<sambas> rasbang,<id> tempat tidur
<id> gotong royong,<sambas> keraje bakti'
<sambas> keraje bakti',<id> gotong royong
<id> memotong,<sambas> motong
<sambas> motong,<id> memotong
<id> sudut,<sambas> pitok
<sambas> pitok,<id> sudut
<id> haul,<sambas> hol
<sambas> hol,<id> haul
<id> beritahukan,<sambas> padah kan
<sambas> padah kan,<id> beritahukan
<id> beritahukan,<sambas> padahkan
<sambas> padahkan,<id> beritahukan
<id> beritahukan,<sambas> padahek
<sambas> padahek,<id> beritahukan
<id> teganya,<sambas> teganye
<sambas> teganye,<id> teganya
<id> teganya,<sambas> sagalnye
<sambas> sagalnye,<id> teganya
<id> teganya,<sambas> sagal inyan
<sambas> sagal inyan,<id> teganya
<id> kedekut,<sambas> lokek
<sambas> lokek,<id> kedekut
<id> kedekut,<sambas> palek
<sambas> palek,<id> kedekut
<id> kedekut,<sambas> retok
<sambas> retok,<id> kedekut
<id> kedekut,<sambas> keminting
<sambas> keminting,<id> kedekut
<id> selimut,<sambas> gabbar
<sambas> gabbar,<id> selimut
<id> liburan,<sambas> liburan
<sambas> liburan,<id> liburan
<id> mengambil foto,<sambas> moto
<sambas> moto,<id> mengambil foto
<id> mengambil foto,<sambas> ngambek foto
<sambas> ngambek foto,<id> mengambil foto
<id> astaga,<sambas> bayya'-bayya'
<sambas> bayya'-bayya',<id> astaga
<id> astaga,<sambas> bayak-bayak
<sambas> bayak-bayak,<id> astaga
<id> sadar,<sambas> insap
<sambas> insap,<id> sadar
<id> dendam,<sambas> dandam
<sambas> dandam,<id> dendam
<id> lena,<sambas> lene
<sambas> lene,<id> lena
<id> memperkirakan,<sambas> ngirekan
<sambas> ngirekan,<id> memperkirakan
<id> silau,<sambas> panar
<sambas> panar,<id> silau
<id> buang air kecil,<sambas> kancing
<sambas> kancing,<id> buang air kecil
<id> besi,<sambas> bassi
<sambas> bassi,<id> besi
<id> mengguyur,<sambas> guyor
<sambas> guyor,<id> mengguyur
<id> menyentuh,<sambas> nyantoh
<sambas> nyantoh,<id> menyentuh
<id> olehnya,<sambas> leh heng
<sambas> leh heng,<id> olehnya
<id> kebetulan,<sambas> kebatollan
<sambas> kebatollan,<id> kebetulan
<id> terbiasa,<sambas> tebiase
<sambas> tebiase,<id> terbiasa
<id> mula,<sambas> mulle
<sambas> mulle,<id> mula
<id> woi,<sambas> oi
<sambas> oi,<id> woi
<id> sangat banyak,<sambas> banyak inyan
<sambas> banyak inyan,<id> sangat banyak
<id> sangat banyak,<sambas> bejibun
<sambas> bejibun,<id> sangat banyak
<id> apa yang kamu cari,<sambas> ape yang kau carek
<sambas> ape yang kau carek,<id> apa yang kamu cari
<id> badol,<sambas> badol
<sambas> badol,<id> badol
<id> janda,<sambas> jande
<sambas> jande,<id> janda
<id> sundal,<sambas> birrah
<sambas> birrah,<id> sundal
<id> bangun dengan cepat-cepat,<sambas> meruggas
<sambas> meruggas,<id> bangun dengan cepat-cepat
<id> bengkarung,<sambas> kadal
<sambas> kadal,<id> bengkarung
<id> memeriksa rumah,<sambas> merikse rumah
<sambas> merikse rumah,<id> memeriksa rumah
<id> tikungan,<sambas> sileko
<sambas> sileko,<id> tikungan
<id> semak belukar,<sambas> rampo'
<sambas> rampo',<id> semak belukar
<id> semak belukar,<sambas> rampok
<sambas> rampok,<id> semak belukar
<id> semak belukar,<sambas> pok rampok
<sambas> pok rampok,<id> semak belukar
<id> merangkak,<sambas> beranggong
<sambas> beranggong,<id> merangkak
<id> sumbing,<sambas> bissang
<sambas> bissang,<id> sumbing
<id> talam,<sambas> redang
<sambas> redang,<id> talam
<id> bergantungan,<sambas> begantongan
<sambas> begantongan,<id> bergantungan
<id> bergantungan,<sambas> begandol
<sambas> begandol,<id> bergantungan
<id> celaka,<sambas> celake
<sambas> celake,<id> celaka
<id> menjerit,<sambas> nyarik
<sambas> nyarik,<id> menjerit
<id> angsa,<sambas> angse
<sambas> angse,<id> angsa
<id> permen,<sambas> gule gule
<sambas> gule gule,<id> permen
<id> wah,<sambas> belle
<sambas> belle,<id> wah
<id> wah,<sambas> joy
<sambas> joy,<id> wah
<id> mulia,<sambas> mulie
<sambas> mulie,<id> mulia
<id> bukan main,<sambas> kan agek yeh
<sambas> kan agek yeh,<id> bukan main
<id> goyang-goyang,<sambas> bejoget
<sambas> bejoget,<id> goyang-goyang
<id> goyang-goyang,<sambas> bejoget joget
<sambas> bejoget joget,<id> goyang-goyang
<id> goyang-goyang,<sambas> bejoget-joget
<sambas> bejoget-joget,<id> goyang-goyang
<id> kawan akrab,<sambas> kawan kantal
<sambas> kawan kantal,<id> kawan akrab
<id> kawan akrab,<sambas> set kantal
<sambas> set kantal,<id> kawan akrab
<id> pakis,<sambas> miding
<sambas> miding,<id> pakis
<id> dapur,<sambas> suyyok
<sambas> suyyok,<id> dapur
<id> dapur,<sambas> siyyok
<sambas> siyyok,<id> dapur
<id> satu saja,<sambas> sigek ajak
<sambas> sigek ajak,<id> satu saja
<id> satu saja,<sambas> sigek jak
<sambas> sigek jak,<id> satu saja
<id> jimat,<sambas> jimmat
<sambas> jimmat,<id> jimat
<id> lampin,<sambas> lamping
<sambas> lamping,<id> lampin
<id> tersandung,<sambas> tidanggol
<sambas> tidanggol,<id> tersandung
<id> naksir,<sambas> nakser
<sambas> nakser,<id> naksir
<id> kamu bersama siapa,<sambas> kau dengan sape
<sambas> kau dengan sape,<id> kamu bersama siapa
<id> berceceran,<sambas> bececeran
<sambas> bececeran,<id> berceceran
<id> tetap,<sambas> tattap
<sambas> tattap,<id> tetap
<id> memberitahu,<sambas> marek tau
<sambas> marek tau,<id> memberitahu
<id> tergiur,<sambas> carrat
<sambas> carrat,<id> tergiur
<id> tergiur,<sambas> tegior
<sambas> tegior,<id> tergiur
<id> Satu-satunya,<sambas> inna'-inna'ang
<sambas> inna'-inna'ang,<id> Satu-satunya
<id> Satu-satunya,<sambas> innak-innakang
<sambas> innak-innakang,<id> Satu-satunya
<id> Satu-satunya,<sambas> inna' inna'ang
<sambas> inna' inna'ang,<id> Satu-satunya
<id> Satu-satunya,<sambas> innak innakang
<sambas> innak innakang,<id> Satu-satunya
<id> Satu-satunya,<sambas> inna'-inna'nye
<sambas> inna'-inna'nye,<id> Satu-satunya
<id> Satu-satunya,<sambas> innak-innaknye
<sambas> innak-innaknye,<id> Satu-satunya
<id> Satu-satunya,<sambas> inna' inna'nye
<sambas> inna' inna'nye,<id> Satu-satunya
<id> Satu-satunya,<sambas> innak innaknye
<sambas> innak innaknye,<id> Satu-satunya
<id> berbaring,<sambas> gurring
<sambas> gurring,<id> berbaring
<id> sampan,<sambas> perau
<sambas> perau,<id> sampan
<id> lelah,<sambas> kapak
<sambas> kapak,<id> lelah
<id> busung,<sambas> bussong
<sambas> bussong,<id> busung
<id> tak berdaya,<sambas> telempe
<sambas> telempe,<id> tak berdaya
<id> setelah,<sambas> lakkak
<sambas> lakkak,<id> setelah
<id> lo,<sambas> kau
<sambas> kau,<id> lo
<id> azan,<sambas> ngabbang
<sambas> ngabbang,<id> azan
<id> habis tak bersisa,<sambas> langngis
<sambas> langngis,<id> habis tak bersisa
<id> pintu,<sambas> lawang
<sambas> lawang,<id> pintu
<id> hormati,<sambas> hormatek
<sambas> hormatek,<id> hormati
<id> ini,<sambas> itto'
<sambas> itto',<id> ini
<id> muara,<sambas> muare
<sambas> muare,<id> muara
<id> abg,<sambas> biak muda
<sambas> biak muda,<id> abg
<id> mau kemana,<sambas> nak kemane
<sambas> nak kemane,<id> mau kemana
<id> sangat besar,<sambas> bassar inyan
<sambas> bassar inyan,<id> sangat besar
<id> agak asin,<sambas> masse'
<sambas> masse',<id> agak asin
<id> supaya,<sambas> gare
<sambas> gare,<id> supaya
<id> supaya,<sambas> supaye
<sambas> supaye,<id> supaya
<id> cicip,<sambas> japai
<sambas> japai,<id> cicip
<id> pikiran,<sambas> pikeran
<sambas> pikeran,<id> pikiran
<id> batas ruas jari,<sambas> bukko' tangan
<sambas> bukko' tangan,<id> batas ruas jari
<id> mengelap,<sambas> incalap
<sambas> incalap,<id> mengelap
<id> laksana,<sambas> laksane
<sambas> laksane,<id> laksana
<id> mengakui,<sambas> ako'
<sambas> ako',<id> mengakui
<id> selalu,<sambas> malar
<sambas> malar,<id> selalu
<id> senapan,<sambas> senapang
<sambas> senapang,<id> senapan
<id> jingkrak,<sambas> engke'-engke'
<sambas> engke'-engke',<id> jingkrak
<id> jingkrak,<sambas> engkek-engkek
<sambas> engkek-engkek,<id> jingkrak
<id> jingkrak,<sambas> engke' engke'
<sambas> engke' engke',<id> jingkrak
<id> jingkrak,<sambas> engkek engkek
<sambas> engkek engkek,<id> jingkrak
<id> berkata,<sambas> madahkan
<sambas> madahkan,<id> berkata
<id> diatas,<sambas> nenjen
<sambas> nenjen,<id> diatas
<id> besar,<sambas> bassar
<sambas> bassar,<id> besar
<id> denyut,<sambas> dannyot
<sambas> dannyot,<id> denyut
<id> kamu,<sambas> dirrek
<sambas> dirrek,<id> kamu
<id> dirinya,<sambas> die
<sambas> die,<id> dirinya
<id> iba,<sambas> saggal
<sambas> saggal,<id> iba
<id> iya sama,<sambas> aok same
<sambas> aok same,<id> iya sama
<id> buta,<sambas> bullar
<sambas> bullar,<id> buta
<id> rapi,<sambas> beres
<sambas> beres,<id> rapi
<id> datangi,<sambas> sirre'
<sambas> sirre',<id> datangi
<id> mendatangi,<sambas> nyirre'
<sambas> nyirre',<id> mendatangi
<id> datangi,<sambas> sirrek
<sambas> sirrek,<id> datangi
<id> mendatangi,<sambas> nyirrek
<sambas> nyirrek,<id> mendatangi
<id> datangi,<sambas> natangek
<sambas> natangek,<id> datangi
<id> mendatangi,<sambas> natangek
<sambas> natangek,<id> mendatangi
<id> berbicara asal-asalan,<sambas> ngeramput
<sambas> ngeramput,<id> berbicara asal-asalan
<id> kesawah,<sambas> ke umme
<sambas> ke umme,<id> kesawah
<id> kata mu,<sambas> jimu
<sambas> jimu,<id> kata mu
<id> katamu,<sambas> jimu
<sambas> jimu,<id> katamu
<id> mustahil,<sambas> mustahel
<sambas> mustahel,<id> mustahil
<id> ilalang,<sambas> lalang
<sambas> lalang,<id> ilalang
<id> jatuh,<sambas> cecer
<sambas> cecer,<id> jatuh
<id> bakung,<sambas> bakong
<sambas> bakong,<id> bakung
<id> gara gara,<sambas> gare gare
<sambas> gare gare,<id> gara gara
<id> biar,<sambas> alekan
<sambas> alekan,<id> biar
<id> biar,<sambas> lekan
<sambas> lekan,<id> biar
<id> amil,<sambas> labbai
<sambas> labbai,<id> amil
<id> bersembunyi,<sambas> betappor
<sambas> betappor,<id> bersembunyi
<id> design,<sambas> currak
<sambas> currak,<id> design
<id> meletup,<sambas> melattup
<sambas> melattup,<id> meletup
<id> dikaitkan,<sambas> dikaikkan
<sambas> dikaikkan,<id> dikaitkan
<id> tukang pandai besi,<sambas> tukang mantan
<sambas> tukang mantan,<id> tukang pandai besi
<id> tukang pandai besi,<sambas> tukang pantan
<sambas> tukang pantan,<id> tukang pandai besi
<id> dahulu kala,<sambas> ge' mare'
<sambas> ge' mare',<id> dahulu kala
<id> dahulu kala,<sambas> gek marek
<sambas> gek marek,<id> dahulu kala
<id> bubur pedas,<sambas> bubbor padas
<sambas> bubbor padas,<id> bubur pedas
<id> berjumpa,<sambas> bejumpe
<sambas> bejumpe,<id> berjumpa
<id> ngambek,<sambas> merajok
<sambas> merajok,<id> ngambek
<id> rupanya,<sambas> rupenye
<sambas> rupenye,<id> rupanya
<id> sudah makan,<sambas> udah makan
<sambas> udah makan,<id> sudah makan
<id> jaman dulu,<sambas> gek marek
<sambas> gek marek,<id> jaman dulu
<id> mengelap,<sambas> nyallap
<sambas> nyallap,<id> mengelap
<id> mengatur,<sambas> ngator
<sambas> ngator,<id> mengatur
<id> tempias,<sambas> impiyas
<sambas> impiyas,<id> tempias
<id> meringkuk,<sambas> ngetok
<sambas> ngetok,<id> meringkuk
<id> berdesak-desakan,<sambas> begasak
<sambas> begasak,<id> berdesak-desakan
<id> potong,<sambas> irris
<sambas> irris,<id> potong
<id> nanti,<sambas> kalla'k
<sambas> kalla'k,<id> nanti
<id> tidak tahu,<sambas> da'an tau
<sambas> da'an tau,<id> tidak tahu
<id> asem,<sambas> masam
<sambas> masam,<id> asem
<id> benar,<sambas> inyan
<sambas> inyan,<id> benar
<id> daki,<sambas> taggar
<sambas> taggar,<id> daki
<id> berfoto,<sambas> bepatrek
<sambas> bepatrek,<id> berfoto
<id> kambuh,<sambas> kamboh
<sambas> kamboh,<id> kambuh
<id> kumat,<sambas> kamboh
<sambas> kamboh,<id> kumat
<id> agar,<sambas> gare
<sambas> gare,<id> agar
<id> terkelupas,<sambas> ngelopak
<sambas> ngelopak,<id> terkelupas
<id> berselimut,<sambas> bekumbo'
<sambas> bekumbo',<id> berselimut
<id> laron,<sambas> cakkaller
<sambas> cakkaller,<id> laron
<id> tekan kuat,<sambas> hannyak
<sambas> hannyak,<id> tekan kuat
<id> mendadak,<sambas> muggekan
<sambas> muggekan,<id> mendadak
<id> berkumur,<sambas> ingkurrup
<sambas> ingkurrup,<id> berkumur
<id> gigi maju,<sambas> jonga'
<sambas> jonga',<id> gigi maju
<id> gigi maju,<sambas> jongak
<sambas> jongak,<id> gigi maju
<id> kota,<sambas> kota
<sambas> kota,<id> kota
<id> dahi yang luas,<sambas> jandol
<sambas> jandol,<id> dahi yang luas
<id> Satu-satunya,<sambas> ina'ang
<sambas> ina'ang,<id> Satu-satunya
<id> mengembalikan,<sambas> mullangkan
<sambas> mullangkan,<id> mengembalikan
<id> mengembalikan,<sambas> malikkan
<sambas> malikkan,<id> mengembalikan
<id> sanak saudara,<sambas> insanak
<sambas> insanak,<id> sanak saudara
<id> diambil dengan jari,<sambas> japput
<sambas> japput,<id> diambil dengan jari
<id> kasihan,<sambas> sagal
<sambas> sagal,<id> kasihan
<id> memang sudah diketahui bakal demikian,<sambas> jamman dah tau
<sambas> jamman dah tau,<id> memang sudah diketahui bakal demikian
<id> melengkung,<sambas> melangkong
<sambas> melangkong,<id> melengkung
<id> melengkung,<sambas> ngelok
<sambas> ngelok,<id> melengkung
<id> sampai,<sambas> anggan
<sambas> anggan,<id> sampai
<id> bergumul,<sambas> begumal
<sambas> begumal,<id> bergumul
<id> bergumul,<sambas> begumol
<sambas> begumol,<id> bergumul
<id> kelasnya,<sambas> kalasnye
<sambas> kalasnye,<id> kelasnya
<id> pelit,<sambas> rettok
<sambas> rettok,<id> pelit
<id> apaan,<sambas> ape we
<sambas> ape we,<id> apaan
<id> apaan,<sambas> apewe
<sambas> apewe,<id> apaan
<id> suara berat,<sambas> garrau
<sambas> garrau,<id> suara berat
<id> putus,<sambas> pagat
<sambas> pagat,<id> putus
<id> buluh,<sambas> abe'
<sambas> abe',<id> buluh
<id> buluh,<sambas> abek
<sambas> abek,<id> buluh
<id> buluh,<sambas> buloh
<sambas> buloh,<id> buluh
<id> melerai,<sambas> melarak
<sambas> melarak,<id> melerai
<id> tersungkur,<sambas> tejerungus
<sambas> tejerungus,<id> tersungkur
<id> tersungkur,<sambas> tesungkor
<sambas> tesungkor,<id> tersungkur
<id> genangan,<sambas> gannangan
<sambas> gannangan,<id> genangan
<id> pakaian bekas,<sambas> lelong
<sambas> lelong,<id> pakaian bekas
<id> lain dari yang lain,<sambas> endah
<sambas> endah,<id> lain dari yang lain
<id> beda,<sambas> endah
<sambas> endah,<id> beda
<id> sembarang,<sambas> semarang
<sambas> semarang,<id> sembarang
<id> jika,<sambas> pun
<sambas> pun,<id> jika
<id> begini,<sambas> gai tok
<sambas> gai tok,<id> begini
<id> bangunin,<sambas> bangunkan
<sambas> bangunkan,<id> bangunin
<id> bangunin,<sambas> bangunek
<sambas> bangunek,<id> bangunin
<id> bangunin,<sambas> bangune'
<sambas> bangune',<id> bangunin
<id> tebar,<sambas> arai
<sambas> arai,<id> tebar
<id> berpelukan,<sambas> bedako'
<sambas> bedako',<id> berpelukan
<id> berpelukan,<sambas> bedakok
<sambas> bedakok,<id> berpelukan
<id> kena,<sambas> kanak
<sambas> kanak,<id> kena
<id> kena,<sambas> kana'
<sambas> kana',<id> kena
<id> kemban,<sambas> kamban
<sambas> kamban,<id> kemban
<id> bingung,<sambas> kassal
<sambas> kassal,<id> bingung
<id> bopeng,<sambas> borek
<sambas> borek,<id> bopeng
<id> kapalan,<sambas> kadalan
<sambas> kadalan,<id> kapalan
<id> tangannya kapalan,"<sambas> ""tangannye kadalan"""
"<sambas> ""tangannye kadalan""",<id> tangannya kapalan
<id> lelet,<sambas> entet-entet
<sambas> entet-entet,<id> lelet
<id> kemasukan,<sambas> kemasokan
<sambas> kemasokan,<id> kemasukan
<id> geram,<sambas> ngerigitan
<sambas> ngerigitan,<id> geram
<id> jelek,<sambas> johot
<sambas> johot,<id> jelek
<id> jelek,<sambas> daan bagus
<sambas> daan bagus,<id> jelek
<id> jenggot,<sambas> janggut
<sambas> janggut,<id> jenggot
<id> lembek,<sambas> liccak
<sambas> liccak,<id> lembek
<id> bodoh,<sambas> babbal
<sambas> babbal,<id> bodoh
<id> remang-remang,<sambas> kadau
<sambas> kadau,<id> remang-remang
<id> mengayam,<sambas> ngayam
<sambas> ngayam,<id> mengayam
<id> Satu-satunya,<sambas> na'ang
<sambas> na'ang,<id> Satu-satunya
<id> azan,<sambas> ngabang
<sambas> ngabang,<id> azan
<id> anai anai,<sambas> anai
<sambas> anai,<id> anai anai
<id> anai-anai,<sambas> anai
<sambas> anai,<id> anai-anai
<id> jala besar,<sambas> jale basar
<sambas> jale basar,<id> jala besar
<id> orang sangat pelit,<sambas> kedakkut
<sambas> kedakkut,<id> orang sangat pelit
<id> lepaskan,<sambas> lunsong
<sambas> lunsong,<id> lepaskan
<id> lepaskan,<sambas> lapaskan
<sambas> lapaskan,<id> lepaskan
<id> kelahi,<sambas> kelai
<sambas> kelai,<id> kelahi
<id> selangkangan,<sambas> perangka'an
<sambas> perangka'an,<id> selangkangan
<id> selangkangan,<sambas> perangkakan
<sambas> perangkakan,<id> selangkangan
<id> berlubang,<sambas> belobong
<sambas> belobong,<id> berlubang
<id> ikan segar,<sambas> ikan iddup
<sambas> ikan iddup,<id> ikan segar
<id> ikan segar,<sambas> ikan sagar
<sambas> ikan sagar,<id> ikan segar
<id> biji,<sambas> bigge'
<sambas> bigge',<id> biji
<id> jagung,<sambas> jagong
<sambas> jagong,<id> jagung
<id> bulat,<sambas> bullat
<sambas> bullat,<id> bulat
<id> mending,<sambas> maseh pakai
<sambas> maseh pakai,<id> mending
<id> belum di khitan,<sambas> maseh kulup
<sambas> maseh kulup,<id> belum di khitan
<id> merasa tidak puas,<sambas> beda'we
<sambas> beda'we,<id> merasa tidak puas
<id> susah,<sambas> payah
<sambas> payah,<id> susah
<id> teriak-teriak,<sambas> kak keraok
<sambas> kak keraok,<id> teriak-teriak
<id> haus,<sambas> aus
<sambas> aus,<id> haus
<id> disitu,<sambas> disie
<sambas> disie,<id> disitu
<id> anting2,<sambas> subbang
<sambas> subbang,<id> anting2
<id> kutu,<sambas> gutu
<sambas> gutu,<id> kutu
<id> tuna wicara,<sambas> awa'
<sambas> awa',<id> tuna wicara
<id> tuna wicara,<sambas> awak
<sambas> awak,<id> tuna wicara
<id> matahari,<sambas> mateari
<sambas> mateari,<id> matahari
<id> bermain,<sambas> incaan
<sambas> incaan,<id> bermain
<id> bermain,<sambas> inca'an
<sambas> inca'an,<id> bermain
<id> bermain,<sambas> incak an
<sambas> incak an,<id> bermain
<id> bermain,<sambas> bemaing
<sambas> bemaing,<id> bermain
<id> lancar berbicara dan merangkai kata,<sambas> lancar ngomong dan merangkat kate
<sambas> lancar ngomong dan merangkat kate,<id> lancar berbicara dan merangkai kata
<id> sangat jauh,<sambas> jaoh inyan
<sambas> jaoh inyan,<id> sangat jauh
<id> deram-deram,<sambas> darram-darram
<sambas> darram-darram,<id> deram-deram
<id> besok,<sambas> issok
